web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573167034-277","https://developers.google.com/earth-engine/datasets/catalog","HYCOM: Hybrid Coordinate Ocean Model, Sea Surface Elevation","https://developers.google.com/earth-engine/datasets/catalog/HYCOM_sea_surface_elevation","1992-10-02T00:00:00 - Present","NOPP","https://hycom.org/","ocean
    
      water
    
      ssh
    
      elevation
    
      hycom
    
      nopp","The Hybrid Coordinate Ocean Model (HYCOM) is a data-assimilative hybrid
isopycnal-sigma-pressure (generalized) coordinate ocean model. The subset
of HYCOM data hosted in EE contains the variables salinity, temperature,
velocity, and elevation. They have been interpolated to a uniform
0.08 degree lat/long grid between 80.48°S and 80.48°N. The salinity,
temperature, and velocity variables have been interpolated to 40
standard z-levels."
"1573166432-123","https://developers.google.com/earth-engine/datasets/catalog","CFSV2: NCEP Climate Forecast System Version 2, 6-Hourly Products","https://developers.google.com/earth-engine/datasets/catalog/NOAA_CFSV2_FOR6H","1979-01-01T00:00:00 - Present","NOAA NWS National Centers for Environmental Prediction (NCEP)","http://rda.ucar.edu/datasets/ds094.0/","temperature
    
      precipitation
    
      daylight
    
      radiation
    
      flux
    
      water
    
      vapor
    
      snow
    
      weather
    
      forecast
    
      climate
    
      geophysical
    
      noaa
    
      nws
    
      ncep","The National Centers for Environmental Prediction (NCEP) Climate Forecast
System (CFS) is a fully coupled model representing the interaction between
the Earth's atmosphere, oceans, land, and sea ice. CFS was developed at the
Environmental Modeling Center (EMC) at NCEP. The operational CFS was
upgraded to version 2 (CFSv2) on March 30, 2011."
"1573166521-133","https://developers.google.com/earth-engine/datasets/catalog","NOAA CDR AVHRR LAI FAPAR: Leaf Area Index and Fraction of Absorbed Photosynthetically Active Radiation, Version 4","https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_AVHRR_LAI_FAPAR_V4","1981-06-24T00:00:00 - Present","NOAA","https://www.ncdc.noaa.gov/cdr/terrestrial/leaf-area-index-and-fapar","land
    
      daily
    
      lai
    
      fapar
    
      noaa
    
      cdr
    
      avhrr","The NOAA Climate Data Record (CDR) of AVHRR Leaf Area Index (LAI) and
Fraction of Absorbed Photosynthetically Active Radiation (FAPAR) dataset
contains dervied values that characterize the canopy and photosynthetic
activity of plants. This dataset is derived from the NOAA AVHRR Surface
Reflectance product and is gridded at a resolution of 0.05° on a daily
basis. The values are computed globally over land surfaces, but not over
bare or very sparsely vegetated areas, permanent ice or snow, permanent
wetland, urban areas, or water bodies."
"1573166618-148","https://developers.google.com/earth-engine/datasets/catalog","NEX-DCP30: NASA Earth Exchange Downscaled Climate Projections","https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-DCP30","1950-01-01T00:00:00 - 2099-12-31T00:00:00","NASA / CSU","https://cds.nccs.nasa.gov/nex/","precipitation
    
      temperature
    
      cmip5
    
      climate
    
      geophysical
    
      nasa
    
      csu
    
      nex","The NASA NEX-DCP30 dataset is comprised of downscaled climate scenarios
for the conterminous United States that are derived from the General
Circulation Model (GCM) runs conducted under the Coupled Model
Intercomparison Project Phase 5 (CMIP5, see Taylor et al. 2012)
and across the four greenhouse gas emissions scenarios known as
Representative Concentration Pathways (RCPs, see Meinshausen et al. 2011)
developed for the Fifth Assessment Report of the Intergovernmental Panel
on Climate Change (IPCC AR5). The purpose of these datasets is to provide
a set of high resolution, bias-corrected climate change projections that
can be used to evaluate climate change impacts on processes that are
sensitive to finer-scale climate gradients and the effects of local
topography on climate conditions."
"1573166929-226","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 5 MSS Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      mss
    
      l5
    
      lm5
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 5 MSS Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573167019-270","https://developers.google.com/earth-engine/datasets/catalog","TerraClimate:  Monthly Climate and Climatic Water Balance for Global Terrestrial Surfaces, University of Idaho","https://developers.google.com/earth-engine/datasets/catalog/IDAHO_EPSCOR_TERRACLIMATE","1958-01-01T00:00:00 - Present","University of Idaho","http://www.climatologylab.org/terraclimate.html","climate
    
      global
    
      monthly
    
      geophysical
    
      palmer
    
      drought
    
      pdsi
    
      evapotranspiration
    
      precipitation
    
      runoff
    
      temperature
    
      vapor
    
      wind
    
      idaho","TerraClimate is a dataset of monthly climate and climatic water balance for
global terrestrial surfaces. It uses climatically aided interpolation,
combining high-spatial resolution climatological normals from the
WorldClim dataset, with coarser spatial
resolution, but time-varying data from
CRU Ts4.0 and the
Japanese 55-year Reanalysis (JRA55).
Conceptually, the procedure applies interpolated time-varying anomalies
from CRU Ts4.0/JRA55 to the high-spatial resolution climatology of
WorldClim to create a high-spatial resolution dataset that covers a broader
temporal record."
"1573166984-253","https://developers.google.com/earth-engine/datasets/catalog","Landsat Global Land Survey 2005, Landsat 5 scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005_L5","2003-08-14T00:00:00 - 2008-05-29T00:00:00","USGS","http://landsat.usgs.gov/","radiance
    
      landsat
    
      usgs
    
      gls
    
      l5
    
      etm","The GLS2005 data set is a collection of 9500
orthorectified leaf-on medium-resolution satellite images collected between
2004 and 2007 and covering the Earth's land masses. GLS2005 uses mainly Landsat
5 and gap-filled Landsat 7 data with EO-1 ALI and Terra ASTER data filling in
any data holes."
"1573166885-205","https://developers.google.com/earth-engine/datasets/catalog","MCD64A1.006 MODIS Burned Area Monthly Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MCD64A1","2000-11-01T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MCD64A1.006","burn
    
      fire
    
      geophysical
    
      modis
    
      mcd64a1
    
      monthly
    
      global
    
      usgs
    
      nasa","The Terra and Aqua combined MCD64A1 Version 6 Burned Area data product is
a monthly, global gridded 500m product containing per-pixel burned-area
and quality information. The MCD64A1 burned-area mapping approach employs
500m MODIS Surface Reflectance imagery coupled with 1km MODIS active
fire observations. The algorithm uses a burn sensitive vegetation index (VI)
to create dynamic thresholds that are applied to the composite data.
The VI is derived from MODIS shortwave infrared atmospherically corrected
surface reflectance bands 5 and 7 with a measure of temporal texture.
The algorithm identifies the date of burn for the 500m grid cells within
each individual MODIS tile. The date is encoded in a single data layer as
the ordinal day of the calendar year on which the burn occurred, with
values assigned to unburned land pixels and additional special values
reserved for missing data and water grid cells."
"1573165862-11","https://developers.google.com/earth-engine/datasets/catalog","Global Power Plant Database","https://developers.google.com/earth-engine/datasets/catalog/WRI_GPPD_power_plants","2018-06-11 - 2018-06-11","World Resources Institute","http://datasets.wri.org/dataset/globalpowerplantdatabase","infrastructure
    
      energy
    
      climate
    
      power
    
      power-plants
    
      wri","The Global Power Plant Database is a comprehensive, open source
database of power plants around the world. It centralizes
power plant data to make it easier to navigate, compare and draw
insights. Each power plant is geolocated and entries contain
information on plant capacity, generation, ownership, and fuel type.
As of June 2018, the database includes around 28,500 power plants
from 164 countries.
It will be continuously updated as data becomes available."
"1573166459-126","https://developers.google.com/earth-engine/datasets/catalog","NOAA AVHRR Pathfinder Version 5.3 Collated Global 4km Sea Surface Temperature","https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_SST_PATHFINDER_V53","1981-08-24T00:00:00 - 2014-12-31T00:00:00","NOAA","https://www.ncdc.noaa.gov/cdr/oceanic/sea-surface-temperature-pathfinder","sst
    
      temperature
    
      wind
    
      sea-ice
    
      noaa
    
      avhrr
    
      pathfinder","The AVHRR Pathfinder Version 5.3 Sea Surface Temperature dataset (PFV53)
is a collection of global, twice-daily 4km sea surface temperature data
produced in a partnership by the NOAA National Oceanographic Data Center
and the University of Miami's Rosenstiel School of Marine and Atmospheric
Science. PFV53 was computed from data from the AVHRR instruments
on board NOAA's polar orbiting satellite series using an entirely
modernized system based on SeaDAS. PFV53 data are nearly 100%
compliant with the GHRSST Data Specification Version 2.0 for L3C
products and only deviate from that standard in that 'sses_bias',
'sses_standard_deviation', and 'sst_dtime' variables are empty and hence
not included into EE assets. PFV53 data were collected through the
operational periods of the NOAA-7 through NOAA-19 Polar Operational
Environmental Satellites (POES), and are available from 1981 to 2014.
Additional information is available at the NOAA Pathfinder site."
"1573166246-100","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap Long-term Land Surface Temperature monthly day-night difference","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAYNIGHT_M_v01","2000-01-01T00:00:00 - 2018-01-01T00:00:00","EnvirometriX Ltd","https://doi.org/10.5281/zenodo.1420114","lst
    
      monthly
    
      modis
    
      mod11a2
    
      day
    
      night
    
      envirometrix
    
      openlandmap
    
      opengeohub","Long-term MODIS LST day-time and night-time
differences at 1 km based on the 2000-2017 time series"
"1573166837-182","https://developers.google.com/earth-engine/datasets/catalog","MYD09GQ.006 Aqua Surface Reflectance Daily Global 250m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD09GQ","2000-02-24T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MYD09GQ.006","surface-reflectance
    
      sr
    
      modis
    
      myd09gq
    
      daily
    
      global
    
      usgs
    
      nasa
    
      aqua","The MODIS Surface Reflectance products provide an estimate of the surface spectral reflectance as it would be measured at ground level in the absence of atmospheric scattering or absorption. Low-level data are corrected for atmospheric gases and aerosols. MYD09GQ version 6 provides bands 1 and 2 at a 250m resolution in a daily gridded L2G product in the Sinusoidal projection, including a QC and five observation layers. This product is meant to be used in conjunction with the MOD09GA where important quality and viewing geometry information is stored."
"1573166935-229","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 MSS Collection 1 Tier 1 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C01_T1","null","USGS","http://landsat.usgs.gov/","global
    
      mss
    
      l4
    
      lm4
    
      c1
    
      tier1
    
      t1
    
      radiance
    
      landsat
    
      usgs","Landsat 4 MSS Collection 1 Tier 1 DN values, representing scaled, calibrated at-sensor radiance."
"1573166997-259","https://developers.google.com/earth-engine/datasets/catalog","JRC Global Surface Water Metadata, v1.1","https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_1_Metadata","1984-03-16T00:00:00 - 2019-01-01T00:00:00","EC JRC / Google","http://global-surface-water.appspot.com/","surface
    
      water
    
      geophysical
    
      landsat-derived
    
      jrc
    
      google","This dataset contains maps of the location and temporal
distribution of surface water from 1984 to 2018 and provides
statistics on the extent and change of those water surfaces.
For more information see the associated journal article: High-resolution
mapping of global surface water and its long-term changes
(Nature, 2016) and the online Data Users Guide."
"1573165897-28","https://developers.google.com/earth-engine/datasets/catalog","HUC06: USGS Watershed Boundary Dataset of Basins","https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC06","2017-04-22T00:00:00 - 2017-04-23T00:00:00","United States Geological Survey","https://nhd.usgs.gov/wbd.html","water
    
      watershed
    
      wbd
    
      hydrology
    
      usgs","The Watershed Boundary Dataset (WBD) is a comprehensive
aggregated collection of hydrologic unit (HU) data consistent
with the national criteria for delineation and resolution. It
defines the areal extent of surface water drainage to a point
except in coastal or lake front areas where there could be multiple
outlets as stated by the Federal Standards and Procedures for
the National Watershed Boundary Dataset.
Watershed boundaries are determined solely upon science-based
hydrologic principles, not favoring any administrative boundaries
or special projects, nor particular program or agency. The intent
of defining HUs for the WBD is to establish a baseline drainage
boundary framework, accounting for all land and surface areas."
"1573166887-206","https://developers.google.com/earth-engine/datasets/catalog","MCD43A4.006 MODIS Nadir BRDF-Adjusted Reflectance, daily 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MCD43A4","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mcd43a4_006","albedo
    
      brdf
    
      reflectance
    
      modis
    
      mcd43a4
    
      daily
    
      global
    
      usgs
    
      nasa","The MCD43A4 data product provides 500 meter
reflectance data of the MODIS ""land"" bands 1-7 adjusted using a bidirectional
reflectance distribution function to model the values as if they were collected
from a nadir view.  The data are produced daily, but each image contains 16 days
of data, with the image's date occurring on the 9th day of the 16-day period.
This product combines data from both the Terra and Aqua spacecraft, choosing
the best representative pixel from the 16-day period.  The original data are
provided in sinusoidal projection."
"1573167063-291","https://developers.google.com/earth-engine/datasets/catalog","ERA5 Daily aggregates - Latest climate reanalysis produced by ECMWF / Copernicus Climate Change Service","https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_DAILY","1979-01-02T00:00:00 - Present","ECMWF / Copernicus Climate Change Service","https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels","wind
    
      temperature
    
      dewpoint
    
      surface
    
      pressure
    
      precipitation
    
      climate
    
      ecmwf
    
      copernicus
    
      era5
    
      reanalysis","ERA5 is the fifth generation ECMWF atmospheric reanalysis of the global climate.
Reanalysis combines model data with observations from across the world into
a globally complete and consistent dataset. ERA5 replaces its predecessor,
the ERA-Interim reanalysis."
"1573165994-64","https://developers.google.com/earth-engine/datasets/catalog","TRMM 3B43: Monthly Precipitation Estimates","https://developers.google.com/earth-engine/datasets/catalog/TRMM_3B43V7","1998-01-01T00:00:00 - Present","NASA GSFC","https://disc.gsfc.nasa.gov/datasets/TRMM_3B43_V7/summary","precipitation
    
      geophysical
    
      weather
    
      climate
    
      rainfall
    
      trmm
    
      nasa
    
      jaxa","This dataset algorithmically merges microwave data from multiple satellites,
including SSMI, SSMIS, MHS, AMSU-B and AMSR-E, each inter-calibrated to the
TRMM Combined Instrument."
"1573167077-298","https://developers.google.com/earth-engine/datasets/catalog","US NED Landforms","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_landforms","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      us
    
      csp
    
      ergo","The ALOS Landform dataset provides landform classes created by combining
the Continuous Heat-Insolation Load Index (CHILI) and the
multi-scale Topographic Position Index (mTPI) datasets. It is
based on the USGS's 10m NED DEM (available in EE as USGS/NED)."
"1573165926-42","https://developers.google.com/earth-engine/datasets/catalog","USGS GAP CONUS 2011","https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_CONUS_2011","2011-01-01T00:00:00 - 2012-01-01T00:00:00","USGS","http://gapanalysis.usgs.gov/gaplandcover/","landcover
    
      vegetation
    
      gap
    
      usgs
    
      landfire","The GAP/LANDFIRE National Terrestrial Ecosystems data represents a detailed
vegetation and land cover classification for the Conterminous U.S., Alaska,
Hawaii, and Puerto Rico.GAP/LF 2011 Ecosystems for the Conterminous U.S. is
an update of the National Gap Analysis Program Land Cover Data - Version 2.2.
Alaska ecosystems have been updated by LANDFIRE to 2012 conditions (LANDFIRE 2012).
Hawaii and Puerto Rico data represent the 2001 time-frame (Gon et al. 2006, Gould et al. 2008).
The classification scheme used for the Alaska and the lower 48 states is based
on NatureServe’s Ecological System Classification (Comer et al. 2003), while
Puerto Rico and Hawaii’s map legend are based on island specific classification
systems (Gon et al. 2006, Gould et al. 2008)."
"1573167153-335","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: Population Count (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_Population_Count","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
"1573166908-216","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 5 TM Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      tm
    
      l5
    
      lt5
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 5 TM Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573166918-221","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 Surface Reflectance Tier 2","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C01_T2_SR","null","USGS","https://landsat.usgs.gov/landsat-surface-reflectance-high-level-data-products","global
    
      sr
    
      reflectance
    
      ledaps
    
      cloud
    
      fmask
    
      cfmask
    
      lt04
    
      landsat
    
      usgs","This dataset is the atmospherically
corrected surface reflectance from  the Landsat 4 ETM sensor.
These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave
infrared (SWIR) bands processed to orthorectified surface reflectance,
and one thermal infrared (TIR) band processed to orthorectified brightness
temperature.  The VNIR and SWIR bands have a resolution of 30m / pixel.
The TIR band, while originally collected with a resolution of 120m / pixel
(60m / pixel for Landsat 7) has been resampled using cubic convolution to 30m."
"1573166088-75","https://developers.google.com/earth-engine/datasets/catalog","Planet SkySat Public Ortho Imagery, RGB","https://developers.google.com/earth-engine/datasets/catalog/SKYSAT_GEN-A_PUBLIC_ORTHO_RGB","2014-07-03T00:00:00 - 2016-12-24T00:00:00","Planet Labs Inc.","https://www.planet.com/","rgb
    
      pansharpened
    
      planet
    
      skysat
    
      highres","This data from Planet labs Inc. SkySat satellites was collected for
the experimental ""Skybox for Good Beta"" program in 2015, as well as for
various crisis response events and a few other projects. The data is
available in both a 5-band Multispectral/Pan collection, and a Pansharpened
RGB collection."
"1573166627-149","https://developers.google.com/earth-engine/datasets/catalog","Global Forest Canopy Height, 2005","https://developers.google.com/earth-engine/datasets/catalog/NASA_JPL_global_forest_canopy_height_2005","2005-05-20T00:00:00 - 2005-06-23T00:00:00","NASA/JPL","https://earthobservatory.nasa.gov/IOTD/view.php?id=77637","forest
    
      tree
    
      canopy
    
      height
    
      glas
    
      geophysical
    
      nasa
    
      jpl","This dataset represents global tree heights based on a fusion of
spaceborne-lidar data (2005) from the Geoscience Laser Altimeter
System (GLAS) and ancillary geospatial data. See Simard et al. (2011)
for details."
"1573165916-37","https://developers.google.com/earth-engine/datasets/catalog","GMTED2010: Global Multi-resolution Terrain Elevation Data 2010","https://developers.google.com/earth-engine/datasets/catalog/USGS_GMTED2010","2010-01-01T00:00:00 - 2010-01-01T00:00:00","USGS","http://topotools.cr.usgs.gov/gmted_viewer/","srtm
    
      elevation
    
      dem
    
      topography
    
      geophysical
    
      usgs","The Global Multi-resolution Terrain Elevation Data 2010 (GMTED2010) dataset contains elevation data for the globe collected from various sources. The version of the dataset available here is Breakline Emphasis, 7.5 arc-seconds resolution. Breakline emphasis maintains the critical topographic features (streams or ridges) within the landscape by maintaining any minimum elevation or maximum elevation value on a breakline that passes within the specified analysis window. More details are available in the dataset report."
"1573165951-54","https://developers.google.com/earth-engine/datasets/catalog","Landsat Gross Primary Production CONUS","https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_LANDSAT_GPP","1986-01-01T00:00:00 - Present","University of Montana Numerical Terradynamic Simulation Group (NTSG)","http://www.ntsg.umt.edu/project/landsat/landsat-productivity.php","productivity
    
      production
    
      photosynthesis
    
      gpp
    
      gridmet-derived
    
      nlcd-derived
    
      mod17
    
      conus
    
      landsat
    
      16-day","The Landsat Gross Primary Production (GPP) CONUS dataset estimates GPP using
Landsat Surface Reflectance for CONUS. GPP is the amount of
carbon captured by plants in an ecosystem and is an essential component in
the calculations of Net Primary Production (NPP). GPP is calculated using the
MOD17 algorithm (see MOD17 User
Guide) with
Landsat Surface Reflectance, gridMET, and the National Land Cover Database."
"1573166933-228","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 MSS Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      mss
    
      l4
    
      lm4
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 4 MSS Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573166986-254","https://developers.google.com/earth-engine/datasets/catalog","Landsat Global Land Survey 2005, Landsat 5+7 scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005","2003-07-29T00:00:00 - 2008-07-29T00:00:00","USGS","http://landsat.usgs.gov/","radiance
    
      landsat
    
      usgs
    
      gls","The GLS2005 data set is a collection of 9500
orthorectified leaf-on medium-resolution satellite images collected between
2004 and 2007 and covering the Earth's land masses. GLS2005 uses mainly Landsat
5 and gap-filled Landsat 7 data with EO-1 ALI and Terra ASTER data filling in
any data holes."
"1573166529-137","https://developers.google.com/earth-engine/datasets/catalog","NCEP/NCAR Reanalysis Data, Surface Temperature","https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_surface_temp","1948-01-01T00:00:00 - Present","NCEP / NCAR","http://www.esrl.noaa.gov/psd/data/gridded/data.ncep.reanalysis.html","atmosphere
    
      reanalysis
    
      climate
    
      geophysical
    
      temperature
    
      ncep
    
      ncar
    
      noaa","The NCEP/NCAR Reanalysis Project is a joint project between the National
Centers for Environmental Prediction (NCEP, formerly ""NMC"") and the
National Center for Atmospheric Research (NCAR). The goal of this joint
effort is to produce new atmospheric analyses using historical data as
well as to produce analyses of the current atmospheric state (Climate Data
Assimilation System, CDAS). The NCEP/NCAR Reanalysis 1 project is using a
state-of-the-art analysis/forecast system to perform data assimilation using
past data from 1948 to the present. The data have 6-hour temporal
resolution (0000, 0600, 1200, and 1800 UTC) and 2.5 degree spatial
resolution."
"1573166862-194","https://developers.google.com/earth-engine/datasets/catalog","MOD13Q1.006 Terra Vegetation Indices 16-Day Global 250m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD13Q1","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MOD13Q1.006","vegetation
    
      ndvi
    
      evi
    
      modis
    
      mod13q1
    
      16-day
    
      global
    
      terra
    
      usgs
    
      nasa","The MOD13Q1 V6 product provides a Vegetation Index (VI) value at a per pixel basis. There are two primary vegetation layers. The first is the Normalized Difference Vegetation Index (NDVI) which is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The second vegetation layer is the Enhanced Vegetation Index (EVI) that minimizes canopy background variations and maintains sensitivity over dense vegetation conditions. The EVI also uses the blue band to remove residual atmosphere contamination caused by smoke and sub-pixel thin cloud clouds. The MODIS NDVI and EVI products are computed from atmospherically corrected bi-directional surface reflectances that have been masked for water, clouds, heavy aerosols, and cloud shadows."
"1573167098-308","https://developers.google.com/earth-engine/datasets/catalog","SLGA: Soil and Landscape Grid of Australia (Soil Attributes)","https://developers.google.com/earth-engine/datasets/catalog/CSIRO_SLGA","1950-01-01T00:00:00 - 2013-12-31T00:00:00","CSIRO/SLGA","http://www.clw.csiro.au/aclep/soilandlandscapegrid/","soil
    
      australia
    
      globalsoilmap
    
      digital-soil-mapping
    
      soil-depth
    
      csiro
    
      slga
    
      tern","The Soil and Landscape Grid of Australia (SLGA) is a comprehensive dataset
of soil attributes across Australia at 3 arc-second resolution (~90m
pixels). The surfaces are the outcomes from modelling that describe the
spatial distribution of the soil attributes using existing soil data and
environmental covariates. See Viscarra Rossel et al (2015)
for further details. The SLGA can be used in studies of vadose zone
processes, including solute transport, groundwater and nutrient fluxes
beyond the root zone, as well as a wide spectrum of ecological,
hydrological, and broader environmental applications."
"1573165853-7","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Flow Accumulation, 15 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15ACC","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      drainage
    
      flow
    
      accumulation
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573166554-141","https://developers.google.com/earth-engine/datasets/catalog","Daymet V3: Daily Surface Weather and Climatological Summaries","https://developers.google.com/earth-engine/datasets/catalog/NASA_ORNL_DAYMET_V3","1980-01-01T00:00:00 - Present","NASA ORNL","http://daymet.ornl.gov/","daymet
    
      temperature
    
      precipitation
    
      daylight
    
      geophysical
    
      radiation
    
      flux
    
      water
    
      vapor
    
      snow
    
      weather
    
      daily
    
      climate
    
      nasa
    
      ornl","Daymet V3 provides gridded estimates of daily weather parameters for
United States, Mexico, Canada, Hawaii, and Puerto Rico. It is derived
from selected meteorological station data and various supporting data
sources."
"1573167048-284","https://developers.google.com/earth-engine/datasets/catalog","GFW (Global Fishing Watch) Daily Fishing Hours","https://developers.google.com/earth-engine/datasets/catalog/GFW_GFF_V1_fishing_hours","2012-01-01T00:00:00 - 2017-01-01T00:00:00","Global Fishing Watch","http://globalfishingwatch.org/","fishing
    
      marine
    
      ocean
    
      monthly
    
      gfw","Fishing effort, measured in hours of inferred fishing activity. Each asset
is the effort for a given flag state and day, with one band for the
fishing activity of each gear type."
"1573165895-27","https://developers.google.com/earth-engine/datasets/catalog","HUC08: USGS Watershed Boundary Dataset of Subbasins","https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC08","2017-04-22T00:00:00 - 2017-04-23T00:00:00","United States Geological Survey","https://nhd.usgs.gov/wbd.html","water
    
      watershed
    
      wbd
    
      hydrology
    
      usgs","The Watershed Boundary Dataset (WBD) is a comprehensive
aggregated collection of hydrologic unit (HU) data consistent
with the national criteria for delineation and resolution. It
defines the areal extent of surface water drainage to a point
except in coastal or lake front areas where there could be multiple
outlets as stated by the Federal Standards and Procedures for
the National Watershed Boundary Dataset.
Watershed boundaries are determined solely upon science-based
hydrologic principles, not favoring any administrative boundaries
or special projects, nor particular program or agency. The intent
of defining HUs for the WBD is to establish a baseline drainage
boundary framework, accounting for all land and surface areas."
"1573166563-142","https://developers.google.com/earth-engine/datasets/catalog","Ocean Color SMI: Standard Mapped Image SeaWiFS Data","https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_SeaWiFS_L3SMI","1997-09-04T00:00:00 - 2010-12-11T00:00:00","NASA GSFC","https://oceancolor.gsfc.nasa.gov/","temperature
    
      weather
    
      climate
    
      ocean
    
      biology
    
      chlorophyll
    
      reflectance
    
      nasa
    
      oceandata
    
      seawifs","This level 3 product includes ocean color and satellite ocean biology data
produced or collected under EOSDIS."
